idLoc,idProv,nomLoc,nomZona
-1,15,N/D,
1,1032,Florida,VICENTE LOPEZ
2,1032,Villa Martelli,VICENTE LOPEZ
3,1032,Munro,VICENTE LOPEZ
4,1032,Carapachay,VICENTE LOPEZ
5,1032,Villa Adelina,SAN ISIDRO
6,1032,Boulogne,SAN ISIDRO
7,1032,Don Torcuato,TIGRE
8,1032,Ingeniero Adolfo Sordeaux,MALVINAS ARGENTINAS
9,1032,Los Polvorines,MALVINAS ARGENTINAS
10,1032,Pablo Nougues,MALVINAS ARGENTINAS
11,1032,Villa De Mayo,MALVINAS ARGENTINAS
12,1032,Grand Bourg,MALVINAS ARGENTINAS
13,1032,General Pacheco,TIGRE
14,1032,El Talar,TIGRE
15,1032,Ricardo Rojas,TIGRE
16,1032,Troncos Del Talar,TIGRE
17,1032,Garin,ESCOBAR
18,1032,Ruta 26 Kilometro 48,ESCOBAR
19,1032,Maquinista Francisco Savio,ESCOBAR
20,1032,Benavidez,TIGRE
21,1032,Dique Lujan,TIGRE
22,1032,Ingeniero Maschwitz,ESCOBAR
23,1032,Punta De Canal,ESCOBAR
24,1032,Arroyo Canelon,ESCOBAR
25,1032,Arroyo Las Rosas,ESCOBAR
26,1032,Barrio El Cazador,ESCOBAR
27,1032,Belen De Escobar,ESCOBAR
28,1032,Loma Verde,ESCOBAR
29,1032,Puerto De Escobar,ESCOBAR
30,1032,Villa La Chechela,ESCOBAR
31,1032,Villa Vallier,ESCOBAR
32,1032,Matheu,ESCOBAR
33,1032,Zelaya,PILAR
34,1032,Almirante Irizar,PILAR
35,1032,Barrio San Alejo,PILAR
36,1032,Establecimiento San Miguel,PILAR
37,1032,Kilometro 61,PILAR
38,1032,Manzanares,PILAR
39,1032,Pilar,PILAR
40,1032,Villa Agueda,PILAR
41,1032,Villa Buide,PILAR
42,1032,Villa Santa Maria,PILAR
43,1032,Villa Verde,PILAR
44,1032,Villa Rosa,PILAR
45,1032,Empalme,PILAR
46,1032,Fatima,PILAR
47,1032,Manzone,PILAR
48,1,Pavon,EXALT DE LA CRUZ
49,1032,Villa Astolfi,PILAR
50,1032,Kilometro 45,PILAR
51,1032,Presidente Derqui,PILAR
52,1032,Toro,PILAR
53,1032,Olivos,VICENTE LOPEZ
54,1032,Vicente Lopez,VICENTE LOPEZ
55,1032,Martinez,SAN ISIDRO
56,1032,Acassuso,SAN ISIDRO
57,1032,San Isidro,SAN ISIDRO
58,1032,Beccar,SAN ISIDRO
59,1032,Victoria,SAN FERNANDO
60,1032,San Fernando,SAN FERNANDO
61,25,Aero Club Canal,GUALEGUAYCHU
62,25,Arroyo Baltazar,GUALEGUAYCHU
63,25,Arroyo Baltazar Chico,GUALEGUAYCHU
64,25,Arroyo Boca Falsa,GUALEGUAYCHU
65,25,Arroyo Bravo Gutierrez,GUALEGUAYCHU
66,25,Arroyo Brazo Chico,GUALEGUAYCHU
67,25,Arroyo Brazo De La Tinta,GUALEGUAYCHU
68,25,Arroyo Carbon,GUALEGUAYCHU
69,25,Arroyo Carboncito,GUALEGUAYCHU
70,25,Arroyo Carpincho,GUALEGUAYCHU
71,25,Arroyo Correntoso,GUALEGUAYCHU
72,25,Arroyo Cuzco,GUALEGUAYCHU
73,25,Arroyo De La Rosa,GUALEGUAYCHU
74,25,Arroyo Desaguadero Del Gutierrez,GUALEGUAYCHU
75,25,Arroyo Desaguadero Del Sauce,GUALEGUAYCHU
76,25,Arroyo Gutierrez Chico,GUALEGUAYCHU
77,25,Arroyo La Tinta,GUALEGUAYCHU
78,25,Arroyo Malambo,GUALEGUAYCHU
79,25,Arroyo Martinez,ISLAS DEL IBICUY
80,25,Arroyo Ñancay,GUALEGUAYCHU
81,25,Arroyo Negro,GUALEGUAYCHU
82,25,Arroyo Paciencia Chico,GUALEGUAYCHU
83,25,Arroyo Paciencia Grande,GUALEGUAYCHU
84,25,Arroyo Pelado,GUALEGUAYCHU
85,25,Arroyo Perdido,GUALEGUAYCHU
86,25,Arroyo Perdido,GUALEGUAYCHU
87,25,Arroyo Piedras,GUALEGUAYCHU
88,25,Arroyo Sagastume Chico,GUALEGUAYCHU
89,25,Arroyo Sagastume Grande,ISLAS DEL IBICUY
90,25,Arroyo Santos Chico,GUALEGUAYCHU
91,25,Arroyo Santos Grande,GUALEGUAYCHU
92,25,Arroyo Tiroles,GUALEGUAYCHU
93,25,Brazo Largo,GUALEGUAYCHU
94,25,Canal Nuevo,GUALEGUAYCHU
95,25,Canal San Martin,GUALEGUAYCHU
96,25,La Chilena Canal,GUALEGUAYCHU
97,25,La Chilena Zanja,GUALEGUAYCHU
98,1032,Naciones,SAN FERNANDO
99,25,Paranacito Rio,GUALEGUAYCHU
100,1032,Paycarabicito,SAN FERNANDO
101,1032,Tigre,TIGRE
102,1032,Toledo,TIGRE
103,1032,Torito,TIGRE
104,1032,Abra Vieja,TIGRE
105,1032,Aguaje Del Durazno,SAN FERNANDO
106,1032,Albarracin,TIGRE
107,1032,Alem L N,SAN FERNANDO
108,1032,Amantes,SAN FERNANDO
109,1032,Amarillo,TIGRE
110,1032,Amarillo Palmas,TIGRE
111,1032,Andresito,TIGRE
112,1032,Angelito,SAN FERNANDO
113,1032,Angostura,TIGRE
114,1032,Anguilas,SAN FERNANDO
115,1032,Animas,TIGRE
116,1032,Animitas,TIGRE
117,1032,Antequera,TIGRE
118,1032,Antequerita,TIGRE
119,1032,Arias,TIGRE
120,25,Arroyo Bicho Feo,GUALEGUAYCHU
121,1,Arroyo Busto,CAMPANA
122,25,Arroyo Ceibito,GUALEGUAYCHU
123,1,Arroyo Corto,CAMPANA
124,25,Arroyo Cucharas,GUALEGUAYCHU
125,1,Arroyo Cuevas Malas,CAMPANA
126,1032,Arroyo El Cazador,ESCOBAR
127,1,Arroyo El Toro,CAMPANA
128,1,Arroyo Fermin,CAMPANA
129,25,Arroyo Garcete,GUALEGUAYCHU
130,25,Arroyo Lara,GUALEGUAYCHU
131,25,Arroyo Las Animas,GUALEGUAYCHU
132,25,Arroyo Llorones,GUALEGUAYCHU
133,1,Arroyo Machado,CAMPANA
134,25,Arroyo Manzano,GUALEGUAYCHU
135,25,Arroyo Merlo,GUALEGUAYCHU
136,25,Arroyo Mosquito,GUALEGUAYCHU
137,1,Arroyo Negro,CAMPANA
138,25,Arroyo Pereyra,GUALEGUAYCHU
139,25,Arroyo Pito,GUALEGUAYCHU
140,25,Arroyo Platitos,GUALEGUAYCHU
141,1032,Arroyon,TIGRE
142,1032,Arroyon De Felicaria,SAN FERNANDO
143,1032,Baldosas,SAN FERNANDO
144,1032,Baltico,SAN FERNANDO
145,1032,Banco,TIGRE
146,1032,Barca Grande,SAN FERNANDO
147,1032,Boca Falsa 1,SAN FERNANDO
148,1032,Borasso,TIGRE
149,1032,Borches,SAN FERNANDO
150,1032,Buena Vista,SAN FERNANDO
151,1032,Caguane,SAN FERNANDO
152,1032,Camachito,SAN FERNANDO
153,1032,Camacho,SAN FERNANDO
154,1032,Canal 1,SAN FERNANDO
155,1032,Canal 2,SAN FERNANDO
156,1032,Canal 3,SAN FERNANDO
157,1032,Canal 4,SAN FERNANDO
158,1032,Canal 5,SAN FERNANDO
159,1,Canal 6,CAMPANA
160,1032,Canal A,TIGRE
161,1032,Canal B,TIGRE
162,1032,Canaleton,SAN FERNANDO
163,1032,Cancha Larga,TIGRE
164,1032,Canelones,SAN FERNANDO
165,1032,Capitan,TIGRE
166,1032,Capitan Chico,TIGRE
167,1032,Capitancito,TIGRE
168,1032,Caraballo,TIGRE
169,1032,Carabelas,SAN FERNANDO
170,1032,Carabelas,TIGRE
171,1032,Carabelas Grande,TIGRE
172,1032,Caracoles,SAN FERNANDO
173,1032,Caraguata,TIGRE
174,1032,Carancho,TIGRE
175,1032,Carapachay,TIGRE
176,1032,Carapuati,SAN FERNANDO
177,1032,Carlos Noel,TIGRE
178,1032,Carnicero,SAN FERNANDO
179,1032,Carpincho,SAN FERNANDO
180,1032,Chaña,SAN FERNANDO
181,1032,Chañacillo,SAN FERNANDO
182,1032,Chañacito,SAN FERNANDO
183,1032,Chileno,SAN FERNANDO
184,1032,Chiquerito,TIGRE
185,1032,Chiquero,TIGRE
186,1032,Chivico,SAN FERNANDO
187,1032,Churrasco,TIGRE
188,1032,Cieguito,SAN FERNANDO
189,1032,Ciervo,TIGRE
190,1032,Concepcion,TIGRE
191,1032,Confiterito,TIGRE
192,1032,Confitero,TIGRE
193,1032,Correa,TIGRE
194,1032,Correntino,SAN FERNANDO
195,1032,Correntoso,SAN FERNANDO
196,1032,Cruces,SAN FERNANDO
197,1032,Cruz Colorada,TIGRE
198,1032,Cruz De Gambado,TIGRE
199,1032,Cruz Del Sauce,SAN FERNANDO
200,1032,Cuarenta,TIGRE
201,1032,Curubica,TIGRE
202,1032,De La Serna,SAN FERNANDO
203,1032,De Las Gaviotas,TIGRE
204,1032,De Los Nogales,TIGRE
205,1032,De Los Tigres,TIGRE
206,1032,Del Canal,SAN FERNANDO
207,1032,Del Este,TIGRE
208,1032,Del Pobre,TIGRE
209,1032,Dentudo,TIGRE
210,1032,Desaguadero De Borches,SAN FERNANDO
211,1032,Desaguadero Del Sauce,SAN FERNANDO
212,1032,Desengañado,TIGRE
213,1032,Diablo,SAN FERNANDO
214,1032,Dominguito,SAN FERNANDO
215,1032,Dorado,TIGRE
216,1032,Dos Puntas,SAN FERNANDO
217,1032,Duraznito,TIGRE
218,1032,Durazno,SAN FERNANDO
219,1032,Eduardo,TIGRE
220,1032,El Negro,SAN FERNANDO
221,1032,El Plata,SAN FERNANDO
222,1032,El Rodeo,TIGRE
223,1032,Espadaña,SAN FERNANDO
224,1032,Espera,TIGRE
225,1032,Espera Grande Tigre,TIGRE
226,1032,Esperita,TIGRE
227,1032,Estudiante,SAN FERNANDO
228,1032,Estudiante Chico,SAN FERNANDO
229,1032,Felicaria,SAN FERNANDO
230,1032,Felipe,TIGRE
231,1032,Felix,SAN FERNANDO
232,1032,Fontana,TIGRE
233,1032,Francisco,TIGRE
234,1032,Fredes,SAN FERNANDO
235,1032,Fulminante,TIGRE
236,1032,Gallito,SAN FERNANDO
237,1032,Gallo Fiambre,TIGRE
238,1032,Galpon,TIGRE
239,1032,Gambado,TIGRE
240,1032,Gaviotas,TIGRE
241,1032,Gdor Arana,SAN FERNANDO
242,1032,Gelvez,TIGRE
243,1032,Glorieta,TIGRE
244,1032,Gobernador Arias,TIGRE
245,1032,Grande,SAN FERNANDO
246,1032,Guayraca,TIGRE
247,1032,Guazu Nambi,TIGRE
248,1032,Guazucito,SAN FERNANDO
249,1032,Gutierrez,TIGRE
250,1032,Hambrientos,SAN FERNANDO
251,1032,Hermana Grande,TIGRE
252,1032,Hermana Primera,TIGRE
253,1032,Hermana Segunda,TIGRE
254,1032,Honda,SAN FERNANDO
255,1032,Inca,SAN FERNANDO
256,1032,La Barquita,SAN FERNANDO
257,1032,La Casilla,TIGRE
258,1032,La Castilla,TIGRE
259,1032,La Glorieta,TIGRE
260,1032,La Horca,TIGRE
261,1032,La Linda,SAN FERNANDO
262,1032,La Negra,SAN FERNANDO
263,1032,La Raya,SAN FERNANDO
264,1032,Laguna,SAN FERNANDO
265,1032,Laguna Grande,SAN FERNANDO
266,1032,Largo,SAN FERNANDO
267,1032,Las Baldosas,SAN FERNANDO
268,1032,Las Bogas,SAN FERNANDO
269,1032,Las Cañas,SAN FERNANDO
270,1032,Las Casas,TIGRE
271,1032,Las Naciones,SAN FERNANDO
272,1032,Las Piedras,TIGRE
273,1032,Las Rosas,TIGRE
274,1032,Las Viudas,SAN FERNANDO
275,1032,Las Vivoras,SAN FERNANDO
276,1032,Lazaro,SAN FERNANDO
277,1032,Leiva,TIGRE
278,1032,Lima,SAN FERNANDO
279,25,Lobos Arroyo,GUALEGUAYCHU
280,1032,Los Grillos,SAN FERNANDO
281,1032,Los Lobos,SAN FERNANDO
282,1032,Los Negros,SAN FERNANDO
283,1032,Lujan,TIGRE
284,1032,Malo,TIGRE
285,1032,Malvinas,SAN FERNANDO
286,1032,Manzano De La Barca,SAN FERNANDO
287,1032,Manzano De Medina,SAN FERNANDO
289,1032,Medina,SAN FERNANDO
290,1032,Melindre,SAN FERNANDO
291,1032,Mendez Chico,TIGRE
292,1032,Mendez Grande,SAN FERNANDO
293,1032,Moran,SAN FERNANDO
294,1032,Morancito,SAN FERNANDO
295,1032,Moras,TIGRE
296,1032,Naranjito,SAN FERNANDO
297,1032,Naranjo,SAN FERNANDO
298,1032,Naranjo Borches,SAN FERNANDO
299,1032,Nueve De Julio,TIGRE
300,1032,Paciencia,SAN FERNANDO
301,1032,Pacifico,TIGRE
302,1032,Pacu,SAN FERNANDO
303,1032,Pajal,SAN FERNANDO
304,1032,Pajarito,SAN FERNANDO
305,1032,Pantanocito,SAN FERNANDO
306,1032,Pantanoso,SAN FERNANDO
307,1032,Paraguay,SAN FERNANDO
308,1032,Parana De Las Palmas,TIGRE/S FERNAN
309,1032,Parana Guazu,SAN FERNANDO
310,1032,Parana Mini,SAN FERNANDO
311,25,Pasaje Al Aguila Rio,GUALEGUAYCHU
312,1032,Pati,SAN FERNANDO
313,1032,Paycarabi,SAN FERNANDO
314,1032,Picardo,SAN FERNANDO
315,1032,Pineral,SAN FERNANDO
316,1032,Polvora,SAN FERNANDO
317,1032,Porfiado,TIGRE
318,1032,Primera Hermana,TIGRE
319,1032,Puerto De Frutos,TIGRE
320,1032,Puerto Tigre,TIGRE
321,1032,Rama Negra,TIGRE
322,1032,Ramallo,SAN FERNANDO
323,1032,Raya,SAN FERNANDO
324,1032,Remancito,TIGRE
325,1032,Remancito,SAN FERNANDO
326,1032,Reyes,TIGRE
327,1032,Rico,SAN FERNANDO
328,1032,Rinconada,SAN FERNANDO
329,1032,Rodeo,TIGRE
330,1032,Romancito,SAN FERNANDO
331,1032,Romero,SAN FERNANDO
332,1032,Sabalos,TIGRE
333,1032,San Antonio,TIGRE
334,1032,San Salvador,TIGRE
335,1032,Santa Rosa,TIGRE
336,1032,Sarandi,SAN FERNANDO
337,1032,Sarandi,TIGRE
338,1032,Sarmiento,TIGRE
339,1032,Sauce Lloron,SAN FERNANDO
340,25,Sauce Rio,GUALEGUAYCHU
341,1032,Segunda Hermana,TIGRE
342,1032,Surubi,SAN FERNANDO
343,1032,Tarariras,SAN FERNANDO
344,1032,Tela,SAN FERNANDO
345,1032,Tiber,SAN FERNANDO
346,1032,Tiburon,SAN FERNANDO
347,1032,Toledito,TIGRE
348,1032,Toledo,SAN FERNANDO
349,1032,Toro,TIGRE
350,1032,Tres Sargentos,SAN FERNANDO
351,1032,Tuyupare,SAN FERNANDO
352,1032,Union,TIGRE
353,1032,Urion,TIGRE
354,1032,Veron,SAN FERNANDO
355,1032,Vico,SAN FERNANDO
356,1032,Villanueva,TIGRE
357,1032,San Martin,SAN MARTIN
358,1032,San Andres,SAN MARTIN
359,1032,Villa Ballester,SAN MARTIN
360,1032,Jose Leon Suarez,SAN MARTIN
361,1032,Pablo Podesta,TRES DE FEBRERO
362,1,Villa Loma Hermosa,SAN MARTIN-TRES DE FEBRERO
363,1032,Campo De Mayo,SAN MIGUEL
364,1032,Bella Vista,SAN MIGUEL
365,1032,Muñiz,SAN MIGUEL
366,1032,San Miguel,SAN MIGUEL
367,1032,Trujui,MORENO
368,1032,Jose C Paz,JOSE C PAZ
369,1032,Tortuguitas,MALVINAS ARGENTINAS
370,1032,Del Viso,PILAR
371,1032,Villa Lynch,SAN MARTIN
372,1032,Villa Saenz Peña,TRES DE FEBRERO
373,1032,Santos Lugares,TRES DE FEBRERO
374,1032,Caseros,TRES DE FEBRERO
375,1032,Martin Coronado,TRES DE FEBRERO
376,1032,Villa Bosch,TRES DE FEBRERO
377,1032,El Palomar,MORON
378,1032,Hurlingham,HURLINGHAM
379,1032,Villa Santos Tesei,HURLINGHAM
380,1032,Ciudadela,TRES DE FEBRERO
381,1032,Jose Ingenieros,TRES DE FEBRERO
382,1032,Ramos Mejia,LA MATANZA
383,1032,Haedo,MORON
384,1032,Moron,MORON
385,1032,Castelar,MORON
386,1032,Villa Udaondo,ITUZAINGO
387,1032,Ituzaingo,ITUZAINGO
388,1032,Libertad,MERLO
389,1032,San Antonio De Padua,MERLO
390,1032,Merlo,MERLO
391,1032,Mariano Acosta,MERLO
392,1032,Barrio Bernasconi,MARCOS PAZ
393,1032,Barrio El Moro,MARCOS PAZ
394,1032,Barrio El Zorzal,MARCOS PAZ
395,1032,Barrio La Lonja,MARCOS PAZ
396,1032,Barrio Los Aromos / S Patricio,MARCOS PAZ
397,1032,Barrio Martin Fierro,MARCOS PAZ
398,1032,Barrio Nuestra Sra De La Paz,MARCOS PAZ
399,1032,Barrio Santa Catalina,MARCOS PAZ
400,1032,Barrio Sarmiento/Don Rolando,MARCOS PAZ
401,1032,Barrio Urioste,MARCOS PAZ
402,1032,Colonia Hogar Ricardo Gutierrez,MARCOS PAZ
403,1032,Colonia Nacional De Menores,MARCOS PAZ
404,1032,El Martillo,MARCOS PAZ
405,1032,Elias Romero,MARCOS PAZ
406,1032,Kilometro 45,MARCOS PAZ
407,1032,Kilometro 53,MARCOS PAZ
408,1032,La Milagrosa,MARCOS PAZ
409,1032,Marcos Paz,MARCOS PAZ
410,1032,Zamudio,MARCOS PAZ
411,1,Villars,LAS HERAS
412,1,El Durazno,LAS HERAS
413,1,Kilometro 77,LAS HERAS
414,1,La Choza,LAS HERAS
415,1,Hornos,LAS HERAS
416,1,Santa Rosa,CAÑUELAS
417,1,Enrique Fynn,LAS HERAS
418,1,General Hornos,LAS HERAS
419,1,General Las Heras,LAS HERAS
420,1,Kilometro 76 - Parada-,LAS HERAS
421,1,Kilometro 79,LAS HERAS
422,1,Lozano,LAS HERAS
423,1,Plomer,LAS HERAS
424,1,Speratti,LAS HERAS
425,1032,Paso Del Rey,MORENO
426,1032,Cuartel V,MORENO
427,1032,La Reja,MORENO
428,1032,Moreno,MORENO
429,1032,Francisco Alvarez,MORENO
430,1032,General Rodriguez,GENERAL RODRIGUEZ
431,1032,Hospital Vicente Lopez Y Planes,GENERAL RODRIGUEZ
432,1032,La Fraternidad,GENERAL RODRIGUEZ
433,1032,Las Malvinas,GENERAL RODRIGUEZ
434,1032,Lomas Del Mirador,LA MATANZA
435,1032,Villa Insuperable,LA MATANZA
436,1032,San Justo,LA MATANZA
437,1032,Villa Luzuriaga,LA MATANZA
438,1032,Rafael Castillo,LA MATANZA
439,1032,Gregorio De La Ferrere,LA MATANZA
440,1032,Gonzalez Catan,LA MATANZA
441,1032,Pontevedra,MERLO
442,1032,Virrey Del Pino,LA MATANZA
443,1032,Isidro Casanova,LA MATANZA
444,1032,Tablada,LA MATANZA
445,1032,Ciudad De Eduardo Madero,LA MATANZA
446,1032,Aldo Bonzi,LA MATANZA
447,1032,Tapiales,LA MATANZA
448,1032,Mercado Central,LA MATANZA
449,1032,Ingeniero Budge,LOMAS DE ZAMORA
450,1032,La Salada,LA MATANZA
451,1032,Ciudad Evita,LA MATANZA
452,1032,Aeropuerto Ezeiza,EZEIZA
453,1032,Canning,ESTEBAN ECHEVERRIA-EZEIZA
454,1032,Ezeiza,EZEIZA
455,1032,La Union,EZEIZA
456,1032,Tristan Suarez,EZEIZA
457,1,Alejandro Petion,CAÑUELAS
458,1,Francisco Casal,CAÑUELAS
459,1,Vicente Casares,CAÑUELAS
460,1032,Carlos Spegazzini,EZEIZA
461,1,Maximo Paz,CAÑUELAS
462,1,Barrio Primero De Mayo,CAÑUELAS
463,1,Cañuelas,CAÑUELAS
464,1,Kilometro 59,CAÑUELAS
465,1,La Garita,CAÑUELAS
466,1,La Noria,CAÑUELAS
467,1,Escuela Agricola Don Bosco,CAÑUELAS
468,1,Kilometro 88,LOBOS
469,1,Uribelarrea,CAÑUELAS
470,1,Colonia Santa Rosa,CAÑUELAS
471,1,Los Aromos,CAÑUELAS
472,1,Ruta 205 Kilometro 57,CAÑUELAS
473,1,Ruta 3 Kilometro 75700,CAÑUELAS
474,1,Villa Adriana,CAÑUELAS
475,1032,Fiorito,LOMAS DE ZAMORA
476,1032,Valentin Alsina,LANUS
477,1032,Gerli,LANUS
478,1032,Lanus,LANUS
479,1032,Monte Chingolo,LANUS
480,1032,Remedios De Escalada,LANUS
481,1032,Banfield,LOMAS DE ZAMORA
482,1032,Lomas De Zamora,LOMAS DE ZAMORA
483,1032,Temperley,LOMAS DE ZAMORA
484,1032,Turdera,LOMAS DE ZAMORA
485,1032,Llavallol,LOMAS DE ZAMORA
486,1032,Luis Guillon,ESTEBAN ECHEVERRIA
487,1032,El Jaguel,ESTEBAN ECHEVERRIA
488,1032,Monte Grande,ESTEBAN ECHEVERRIA
489,1032,Almirante Brown,ALMIRANTE BROWN
490,1032,Jose Marmol,ALMIRANTE BROWN
491,1032,Malvinas Argentinas,ALMIRANTE BROWN
492,1032,Ministro Rivadavia,ALMIRANTE BROWN
493,1032,San Jose,ALMIRANTE BROWN
494,1032,Solano,ALMIRANTE BROWN
495,1032,Rafael Calzada,ALMIRANTE BROWN
496,1032,Claypole,ALMIRANTE BROWN
497,1032,Barrio Don Orione,ALMIRANTE BROWN
498,1032,Burzaco,ALMIRANTE BROWN
499,1032,Longchamps,ALMIRANTE BROWN
500,1032,Glew,ALMIRANTE BROWN
501,1032,Barrio San Pablo,SAN VICENTE
502,1032,Barrio Santa Magdalena,SAN VICENTE
503,1032,Guernica,SAN VICENTE
504,1032,Alejandro Korn,SAN VICENTE
505,1032,El Pampero,SAN VICENTE
506,1032,La Argentina,SAN VICENTE
507,1032,San Vicente,SAN VICENTE
508,1032,Avellaneda,AVELLANEDA
509,1032,Crucesita,AVELLANEDA
510,1032,Gerli,AVELLANEDA
511,1032,Piñeyro,AVELLANEDA
512,1032,Dock Sud,AVELLANEDA
513,1032,Sarandi,AVELLANEDA
514,1032,Villa Dominico,AVELLANEDA
515,1032,Wilde,AVELLANEDA
516,1032,Bernal,QUILMES
517,1032,Don Bosco,QUILMES
518,1032,Quilmes,QUILMES
519,1032,Quilmes Oeste,QUILMES
520,1032,San Francisco Solano,QUILMES
521,1032,Ezpeleta,QUILMES
522,1032,Berazategui,BERAZATEGUI
523,1032,Villa España,BERAZATEGUI
524,1032,Guillermo E Hudson,BERAZATEGUI
525,1032,Platanos,BERAZATEGUI
526,1032,Sourigues,BERAZATEGUI
527,1032,Ranelagh,BERAZATEGUI
528,1032,Bosques,FLORENCIO VARELA
529,1032,Florencio Varela,FLORENCIO VARELA
530,1032,Gobernador Costa,FLORENCIO VARELA
531,1032,Santa Rosa,FLORENCIO VARELA
532,1032,Villa Brown,FLORENCIO VARELA
533,1032,Villa Vatteone,FLORENCIO VARELA
534,1032,Zeballos,FLORENCIO VARELA
535,1032,Jose Maria Gutierrez,BERAZATEGUI
536,1032,Ingeniero Allan,FLORENCIO VARELA
537,1032,Centro Agricola El Pato,BERAZATEGUI
538,1,Juan Vucetich,LA PLATA
539,1032,Pereyra,BERAZATEGUI
540,1,Pereyra Iraola,LA PLATA
541,1,Villa Elisa,LA PLATA
542,1,Arturo Segui,LA PLATA
543,1,City Bell,LA PLATA
544,1,Joaquin Gorina,LA PLATA
545,1,Manuel B Gonnet,LA PLATA
546,1,La Plata,LA PLATA
547,1,Lisandro Olmos,LA PLATA
548,1,Melchor Romero,LA PLATA
549,1,Poblet,LA PLATA
550,1,El Pino,MAGDALENA
551,1,Nueva Hermosura,LA PLATA
552,1,Ruta 11 Kilometro 23,MAGDALENA
553,1,Arana,LA PLATA
554,1,Ignacio Correas,LA PLATA
555,1,Bartolome Bavio,MAGDALENA
556,1,Jose Ferrari,MAGDALENA
557,1,Kilometro 92,MAGDALENA
558,1,Atalaya,MAGDALENA
559,1,Cristino Benavidez,MAGDALENA
560,1,Empalme Magdalena,MAGDALENA
561,1,Julio Arditi,MAGDALENA
562,1,Magdalena,MAGDALENA
563,1,Arbuco,MAGDALENA
564,1,Barrio El Porteño,MAGDALENA
565,1,Kilometro 103,MAGDALENA
566,1,Paraje Starache,MAGDALENA
567,1,Roberto Payro,MAGDALENA
568,1,Vieytes,MAGDALENA
569,1,Luis Chico,MAGDALENA
570,1,Monte Veloz,MAGDALENA
571,1,Punta Indio,MAGDALENA
572,1,Veronica,MAGDALENA
573,1,Base Aeronaval Punta Indio,MAGDALENA
574,1,Alvarez Jonte,MAGDALENA
575,1,Colonia Beetdoven,MAGDALENA
576,1,El Rosario,MAGDALENA
577,1,La Primavera,MAGDALENA
578,1,La Talina,MAGDALENA
579,1,Las Tahonas,MAGDALENA
580,1,Los Santos Viejos,MAGDALENA
581,1,Pancho Diaz,MAGDALENA
582,1,Piñeiro,MAGDALENA
583,1,Pipinas,MAGDALENA
584,1,Rincon De Noario,MAGDALENA
585,1,Armour Frigorifico,BERISSO
586,1,Arroyo Del Pescado,BERISSO
587,1,Arroyo La Maza,BERISSO
588,1,Berisso,BERISSO
589,1,La Balandra,BERISSO
590,1,Los Talas,BERISSO
591,1,Palo Blanco,BERISSO
592,1,Destileria Fiscal,ENSENADA
593,1,Dock Central,ENSENADA
594,1,Ensenada,ENSENADA
595,1,Fuerte Barragan,ENSENADA
596,1,Gran Dock,ENSENADA
597,1,Puerto La Plata,ENSENADA
598,1,Escuela Naval Militar Rio Santiago,ENSENADA
599,1,Base Naval Rio Santiago,ENSENADA
600,1,Isla Paulino,BERISSO
601,1,Isla Santiago,ENSENADA
602,1,Punta Lara,ENSENADA
603,1,Barrio La Dolly,CORONEL BRANDSEN
604,1,Campo Lope Seco,CORONEL BRANDSEN
605,1,Coronel Brandsen,CORONEL BRANDSEN
606,1,Doyhenard,CORONEL BRANDSEN
607,1,Kilometro 44,CORONEL BRANDSEN
608,1,Kilometro 82,CORONEL BRANDSEN
609,1,La Posada,CORONEL BRANDSEN
610,1,Los Merinos,GENERAL PAZ
611,1,Barrio Las Mandarinas,CORONEL BRANDSEN
612,1,Gobernador Obligado,CORONEL BRANDSEN
613,1,Kilometro 55,CORONEL BRANDSEN
614,1,Kilometro 58,CORONEL BRANDSEN
615,1,Kilometro 70,GENERAL PAZ
616,1,Loma Verde,GENERAL PAZ
617,1,Oliden,CORONEL BRANDSEN
618,1,Samborombon,CORONEL BRANDSEN
619,1,Gomez,CORONEL BRANDSEN
620,1,Gomez De La Vega,CORONEL BRANDSEN
621,1032,Domselaar,SAN VICENTE
622,1,Altamirano,CORONEL BRANDSEN
623,1,Jeppener,CORONEL BRANDSEN
624,1,Alegre,GENERAL PAZ
625,1,Cancha De Pollo,GENERAL PAZ
626,1,Cuartel Dos,GENERAL PAZ
627,1,Espartillar,GENERAL PAZ
628,1,Ranchos,GENERAL PAZ
629,12,La Ceramica Y Cuyo,ROSARIO
630,12,Rosario,ROSARIO
631,25,Villa Angelica,VICTORIA
632,12,Albarellos,ROSARIO
633,12,Monte Flores,ROSARIO
634,12,Villa Amelia,ROSARIO
635,12,Colonia Escribano,ROSARIO
636,12,Coronel Bogado,ROSARIO
637,12,Juan B Molina,CONSTITUCION
638,12,Stephenson,CONSTITUCION
639,12,Cañada Rica,CONSTITUCION
640,12,Cepeda,CONSTITUCION
641,12,Coronel R S Dominguez,ROSARIO
642,12,El Caramelo,ROSARIO
643,12,Estancia La Maria,ROSARIO
644,12,La Carolina,ROSARIO
645,12,La Vanguardia,CONSTITUCION
646,12,Los Muchachos,ROSARIO
647,12,Pereyra Lucena,ROSARIO
648,12,Sargento Cabral,COSTITUCION
649,12,Uranga,ROSARIO
650,12,Zamponi,ROSARIO
651,12,Alvarez,ROSARIO
652,12,Estancia San Antonio,ROSARIO
653,12,Soldini,ROSARIO
654,12,Acebal,ROSARIO
655,12,Campo Rueda,CONSTITUCION
656,12,Carmen Del Sauce,ROSARIO
657,12,Pavon Arriba,CONSTITUCION
